iter	MultiClass
312	0.1753550452
313	0.1753201651
314	0.1752935268
315	0.1752769641
316	0.175233865
317	0.1752046908
318	0.1751524669
319	0.1750890919
320	0.1750708198
321	0.1750336981
322	0.1750124826
323	0.1749660437
324	0.1749505906
325	0.1749311863
326	0.1749041631
327	0.1748504675
328	0.1748245537
329	0.1748035758
330	0.1747536275
331	0.1747272835
332	0.1747041094
333	0.1746676897
334	0.1746504138
335	0.1746293227
336	0.1746074958
337	0.1745782763
338	0.1745379848
339	0.1745020292
340	0.1744704776
341	0.1744425599
342	0.1744098988
343	0.1743918757
344	0.1743613316
345	0.174346886
346	0.1743362329
347	0.1743073643
348	0.1742914583
349	0.1742625558
350	0.1742210416
351	0.1742019996
352	0.1741639384
353	0.1741280508
354	0.1741095069
355	0.1740711513
356	0.1740377996
357	0.1740228106
358	0.1740078102
359	0.1739869569
360	0.1739647451
361	0.1739408917
362	0.1739119552
363	0.1738981322
364	0.1738727618
365	0.1738504934
366	0.1738276249
367	0.1738083113
368	0.1737814125
369	0.1737618159
370	0.1737517741
371	0.1737252263
372	0.1737048259
373	0.1736895425
374	0.1736760592
375	0.1736258844
376	0.1736032877
377	0.1735749398
378	0.1735488562
379	0.173537388
380	0.1735205423
381	0.1734988966
382	0.1734646845
383	0.1734361442
384	0.1734164909
385	0.1733685577
386	0.1733589575
387	0.1733437986
388	0.1733081035
389	0.1732851331
390	0.1732682648
391	0.1732489059
392	0.1732372565
393	0.1732122371
394	0.1731875799
395	0.1731592208
396	0.1731374731
397	0.1730953816
398	0.1730650752
399	0.1730367953
400	0.1730193836
401	0.1730001492
402	0.1729728995
403	0.1729614992
404	0.1729420723
405	0.1728953732
406	0.1728656328
407	0.1728484928
408	0.1728358246
409	0.1728246508
410	0.1727984766
411	0.1727807705
412	0.1727546303
413	0.172737377
414	0.1727145878
415	0.1726839871
416	0.1726693038
417	0.1726400955
418	0.1726195253
419	0.1725778979
420	0.1725645164
421	0.1725337233
422	0.172516821
423	0.1725022056
424	0.1724917676
425	0.1724516346
426	0.1724291284
427	0.1723972597
428	0.1723849651
429	0.1723682553
430	0.1723539116
431	0.1723278393
432	0.1723206165
433	0.1723087407
434	0.1722965933
435	0.1722826344
436	0.1722559055
437	0.1722057195
438	0.1721861681
439	0.1721639223
440	0.1721450388
441	0.1721173363
442	0.1720999585
443	0.1720787995
444	0.1720374552
445	0.1720153566
446	0.1719983863
447	0.1719770123
448	0.1719626572
449	0.1719396076
450	0.1719253092
451	0.1719120296
452	0.1718858894
453	0.1718802063
454	0.1718631228
455	0.1718516207
456	0.1718438205
457	0.1718211898
458	0.1718098575
459	0.1717797549
460	0.1717607695
461	0.171755143
462	0.1717451918
463	0.1717307122
464	0.1717173534
465	0.1717004059
466	0.1716928434
467	0.1716636239
468	0.1716529595
469	0.1716437102
470	0.1716296042
471	0.1716133472
472	0.1715970903
473	0.1715762256
474	0.1715669311
475	0.1715420135
476	0.1715230508
477	0.1715041447
478	0.1714932313
479	0.1714829065
480	0.1714736572
481	0.1714564832
482	0.1714393432
483	0.1714218522
484	0.1714165993
485	0.1713974781
486	0.171377655
487	0.1713654396
488	0.1713614773
489	0.171323767
490	0.1713118686
491	0.1712875623
492	0.1712702299
493	0.1712509049
494	0.1712325196
495	0.1712190362
496	0.1712107266
497	0.1711843147
498	0.1711633821
499	0.1711591933
500	0.1711434232
501	0.1711270303
502	0.1711126753
503	0.1710978787
504	0.1710844633
505	0.1710582778
506	0.1710472511
507	0.1710311979
508	0.1710064389
509	0.1709874422
510	0.1709613812
511	0.1709501847
512	0.1709375165
513	0.170927837
514	0.1709139235
515	0.1709034063
516	0.1708884512
517	0.1708766774
518	0.170859809
519	0.1708475144
520	0.1708339179
521	0.1708205704
522	0.1707975208
523	0.1707876828
524	0.1707644521
525	0.1707497688
526	0.1707340552
527	0.1707190888
528	0.170717051
529	0.1707078131
530	0.170691624
531	0.1706742689
532	0.1706668989
533	0.1706620988
534	0.1706564496
535	0.1706421851
536	0.1706252149
537	0.1706180487
538	0.1706023804
539	0.1705907311
540	0.1705770327
541	0.1705643192
542	0.1705452206
543	0.1705326656
544	0.1705045329
545	0.1704945478
546	0.1704839852
547	0.170481472
548	0.1704684868
549	0.1704595658
550	0.170427516
551	0.1704136478
552	0.1704013871
553	0.1703914699
554	0.1703720317
555	0.1703576087
556	0.1703412838
557	0.1703261816
558	0.1703084076
559	0.1702884939
560	0.1702739917
561	0.170262965
562	0.1702582668
563	0.1702443872
564	0.1702370173
565	0.1702258208
566	0.1702145224
567	0.1701950729
568	0.1701848047
569	0.1701579626
570	0.1701354338
571	0.1701117615
572	0.1700963536
573	0.1700773004
574	0.170068436
575	0.1700549753
576	0.1700422392
577	0.1700281558
578	0.1700153631
579	0.1700086384
580	0.1699917701
581	0.1699697167
582	0.1699614864
583	0.1699439048
584	0.1699208439
585	0.1699104399
586	0.1698932206
587	0.1698798279
588	0.1698655521
589	0.1698474158
590	0.1698315664
591	0.1698175623
592	0.1697934032
593	0.1697775538
594	0.1697680668
595	0.1697519457
596	0.1697380661
597	0.1697277866
598	0.1697070918
599	0.169698635
600	0.1696821176
601	0.1696742948
602	0.1696606983
603	0.1696528754
604	0.1696431167
605	0.169620486
606	0.1696072404
607	0.1696022139
608	0.1695808624
609	0.1695648206
610	0.169547273
611	0.1695323406
612	0.1695271669
613	0.1695246876
614	0.1695084872
615	0.1694916189
616	0.1694846451
617	0.1694779544
618	0.1694647315
619	0.169444897
620	0.1694353081
621	0.1694291721
622	0.169393794
623	0.1693852013
624	0.1693715368
625	0.169360363
626	0.1693547365
627	0.1693466532
628	0.1693244527
629	0.1693090109
630	0.1692920859
631	0.1692848405
632	0.1692770969
633	0.1692563115
634	0.1692453188
635	0.1692332167
636	0.1692086274
637	0.1692059896
638	0.169191578
639	0.1691740983
640	0.1691553394
641	0.1691426372
642	0.1691345993
643	0.1691272293
644	0.169110644
645	0.1691010778
646	0.1690943644
647	0.1690878888
648	0.1690835981
649	0.1690802018
650	0.1690727865
651	0.1690562692
652	0.1690392537
653	0.1690292459
654	0.1690202117
655	0.1690011245
656	0.1689886148
657	0.1689766371
658	0.1689705464
659	0.1689529083
660	0.1689417458
661	0.1689270171
662	0.1689173829
663	0.168902292
664	0.168889737
665	0.1688744763
666	0.1688364829
667	0.1688177467
668	0.168800935
669	0.1687869422
670	0.1687713192
671	0.1687588661
672	0.1687440808
673	0.1687299295
674	0.1687242237
675	0.1687105253
676	0.1686973929
677	0.1686831737
678	0.1686805925
679	0.1686620487
680	0.1686523579
681	0.1686368481
682	0.1686189496
683	0.1685976548
684	0.1685778204
685	0.1685645748
686	0.1685570916
687	0.1685286645
688	0.168515068
689	0.1685078791
690	0.1684956637
691	0.1684859956
692	0.1684832672
693	0.1684683348
694	0.1684559722
695	0.1684423757
696	0.1684347906
697	0.1684252017
698	0.1684210243
699	0.1684162355
700	0.1683995936
701	0.1683950878
702	0.1683913632
703	0.1683852385
704	0.1683756836
705	0.1683682004
706	0.1683570379
707	0.1683492264
708	0.1683403507
709	0.1683243541
710	0.1683169388
711	0.1683040668
712	0.1682891344
713	0.1682808701
714	0.168266832
715	0.1682509033
716	0.1682393899
717	0.1682208347
718	0.1682122308
719	0.1681793206
720	0.1681563955
721	0.1681521841
722	0.1681367875
723	0.1681167267
724	0.168107217
725	0.1680899411
726	0.1680811447
727	0.1680731521
728	0.1680636424
729	0.1680530799
730	0.1680412608
731	0.1680384079
732	0.1680222754
733	0.1679958182
734	0.167984316
735	0.1679602136
736	0.1679447378
737	0.1679324998
738	0.1679140465
739	0.1679045255
740	0.1678957744
741	0.167887544
742	0.1678788721
743	0.167870653
744	0.1678621849
745	0.1678558338
746	0.1678374938
747	0.1678288219
748	0.1678101082
749	0.1677967721
750	0.1677878624
751	0.1677773452
752	0.1677670884
753	0.1677534805
754	0.1677375179
755	0.1677276912
756	0.1677182382
757	0.1677129286
758	0.1677084342
759	0.167691747
760	0.1676810034
761	0.1676647124
762	0.1676532442
763	0.1676314399
764	0.1676180811
765	0.1676014393
766	0.1675963901
767	0.1675901862
768	0.1675739745
769	0.1675592911
770	0.1675463738
771	0.1675376793
772	0.1675276149
773	0.1675154788
774	0.1674950104
775	0.1674842554
776	0.1674623379
777	0.1674452545
778	0.1674395148
779	0.1674323033
780	0.1674241182
781	0.1674126726
782	0.1674054158
783	0.1673723585
784	0.1673495353
785	0.1673414974
786	0.1673352935
787	0.16733235
788	0.1673202478
789	0.1673105344
790	0.1672927378
791	0.1672818469
792	0.1672706052
793	0.167257586
794	0.167244714
795	0.1672364836
796	0.1672256721
797	0.167211034
798	0.1671928864
799	0.167183456
800	0.1671756785
801	0.1671565912
802	0.1671388059
803	0.1671251301
804	0.1671122581
805	0.1671011409
806	0.1670944049
807	0.1670850084
808	0.1670716383
809	0.1670598192
810	0.1670457132
811	0.1670293656
812	0.1670164936
813	0.167011535
814	0.1670037575
815	0.1669955045
816	0.1669847721
817	0.1669686171
818	0.1669625716
819	0.1669484656
820	0.1669462014
821	0.1669404843
822	0.1669298199
823	0.1669260161
824	0.1669126007
825	0.1668982117
826	0.1668888039
827	0.1668808792
828	0.1668713016
829	0.1668598447
830	0.166854071
831	0.1668443802
832	0.1668397046
833	0.166832029
834	0.1668185004
835	0.166797681
836	0.1667847977
837	0.1667655633
838	0.1667592009
839	0.1667514686
840	0.1667373287
841	0.1667296077
842	0.1667174716
843	0.1667057091
844	0.1666888521
845	0.1666730593
846	0.1666550702
847	0.1666396509
848	0.1666311375
849	0.1666223071
850	0.1666047483
851	0.1665875743
852	0.1665793892
853	0.1665611737
854	0.1665546754
855	0.1665428563
856	0.1665273238
857	0.1665121876
858	0.166506278
859	0.1664974816
860	0.1664830473
861	0.1664685225
862	0.1664614242
863	0.1664344122
864	0.1664200911
865	0.1664175552
866	0.166407038
867	0.1663989774
868	0.1663875206
869	0.1663657842
870	0.1663549047
871	0.1663476819
872	0.1663360892
873	0.1663266022
874	0.1663086923
875	0.1663023299
876	0.1662879409
877	0.1662772199
878	0.1662643253
879	0.1662567628
880	0.1662509438
881	0.1662400983
882	0.166225698
883	0.1662187921
884	0.1662044031
885	0.1661847612
886	0.1661785912
887	0.1661668853
888	0.166156436
889	0.1661429527
890	0.1661296165
891	0.1661200389
892	0.1661074499
893	0.1660898797
894	0.1660833249
895	0.1660694453
896	0.1660615206
897	0.1660528713
898	0.1660379049
899	0.1660324822
900	0.1660236857
901	0.1660049721
902	0.1659920095
903	0.16598053
904	0.1659724242
905	0.16596399
906	0.1659572201
907	0.1659412574
908	0.1659309553
909	0.1659139964
910	0.1659038301
911	0.1658924186
912	0.1658867694
913	0.1658736596
914	0.1658635952
915	0.1658480062
916	0.1658366965
917	0.1658273453
918	0.1658119601
919	0.1657947182
920	0.1657759593
921	0.1657567248
922	0.1657325998
923	0.1657222071
924	0.1657075011
925	0.1656919686
926	0.1656862968
927	0.165674489
928	0.1656614924
929	0.1656540772
930	0.1656237369
931	0.1656090082
932	0.1655959211
933	0.1655844982
934	0.1655668601
935	0.1655585844
936	0.1655418406
937	0.1655316857
938	0.1655205571
939	0.1655143758
940	0.1655054888
941	0.1654966584
942	0.1654809109
943	0.1654663408
944	0.1654570009
945	0.1654485215
946	0.1654339513
947	0.1654199925
948	0.1654106074
949	0.1654048563
950	0.1653998524
951	0.1653815916
952	0.1653708706
953	0.1653570929
954	0.1653438474
955	0.1653300584
956	0.1653122164
957	0.1652899254
958	0.1652841516
959	0.1652766798
960	0.1652598794
961	0.1652442224
962	0.1652294032
963	0.1652198709
964	0.165202946
965	0.1651935269
966	0.1651757869
967	0.165167432
968	0.1651541864
969	0.165145922
970	0.1651339783
971	0.165126031
972	0.1651176082
973	0.1651102382
974	0.1650962228
975	0.165086498
976	0.165058637
977	0.1650530784
978	0.1650464895
979	0.1650342742
980	0.1650243683
981	0.1650079415
982	0.1649910505
983	0.164975869
984	0.1649677405
985	0.1649561365
986	0.16493817
987	0.164931785
988	0.1649245282
989	0.1649196602
990	0.1649090637
991	0.1649002673
992	0.1648934407
993	0.1648877123
994	0.1648739686
995	0.1648704364
996	0.1648593531
997	0.1648528435
998	0.1648419754
999	0.1648334733
